,id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_90,number_of_reviews,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,host_days_active,check_in_24h,air_conditioning,balcony,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,pets_allowed,private_entrance,self_check_in,time_since_first_review,time_since_last_review
3150,34650419,2018-07-26,within an hour,100%,0,1,0,Salford District,Apartment,Entire home/apt,4,1.0,1.0,1.0,69,$0.00,12,2,15,1,1125,4,9,2019-05-26,95-100/100,10/10,10/10,10/10,10/10,0-8/10,10/10,1,moderate,257.0,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6-12 months,36.0
3151,34662245,2016-07-11,within an hour,100%,1,1,0,Oldham District,House,Entire home/apt,8,2.0,4.0,4.0,138,$150.00,55,8,0,2,28,53,38,2019-05-31,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,1,flexible,1002.0,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6-12 months,43.0
3152,34663692,2016-07-05,within an hour,100%,0,2,1,Didsbury West,House,Private room,2,1.5,0.0,1.0,40,,5,1,10,1,1125,90,7,2019-06-02,80-94/100,10/10,9/10,10/10,10/10,9/10,10/10,1,flexible,1008.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,197.0
3153,34673660,2019-03-27,within an hour,100%,1,7,0,Bolton District,House,Entire home/apt,6,1.0,2.0,3.0,250,$150.00,60,1,5,1,1125,74,5,2019-06-13,80-94/100,9/10,10/10,10/10,10/10,10/10,10/10,0,flexible,13.0,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,6-12 months,52.0
3154,34676100,2019-05-13,unknown,unknown,0,1,0,Salford District,Apartment,Entire home/apt,2,1.0,1.0,1.0,125,$250.00,40,1,0,2,1125,83,2,2019-06-10,95-100/100,10/10,10/10,9/10,10/10,10/10,10/10,0,moderate,-34.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6-12 months,147.0
3155,34685305,2019-05-13,within an hour,100%,1,11,0,City Centre,Apartment,Entire home/apt,2,1.0,1.0,1.0,60,$0.00,25,1,15,1,1125,77,49,2019-05-19,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,flexible,-34.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6-12 months,49.0
3156,34693663,2018-08-14,within an hour,100%,1,3,0,Wigan District,House,Entire home/apt,3,1.0,2.0,2.0,100,,0,1,0,2,30,69,2,2019-11-13,95-100/100,10/10,9/10,0-8/10,9/10,10/10,10/10,0,moderate,238.0,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0-6 months,114.0
3157,34696624,2014-05-19,within an hour,100%,1,4,1,Chorlton Park,House,Private room,1,1.0,1.0,1.0,17,,0,1,0,1,1125,0,2,2019-06-21,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,1786.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6-12 months,127.0
3158,34699359,2016-10-11,within an hour,90-99%,1,11,1,Bury District,Other,Private room,4,1.0,0.0,2.0,150,,0,4,0,1,1125,89,1,2019-06-10,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,910.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-12 months,315.0
3159,34708765,2018-11-27,within an hour,50-89%,0,4,0,Ancoats and Clayton,Apartment,Entire home/apt,4,1.0,1.0,2.0,55,$0.00,70,1,0,2,28,10,17,2019-05-27,80-94/100,10/10,9/10,9/10,9/10,10/10,9/10,0,strict_14_with_grace_period,133.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6-12 months,112.0
3160,34728288,2019-05-15,within an hour,100%,1,2,0,Stockport District,Apartment,Entire home/apt,2,1.0,1.0,1.0,60,$0.00,25,1,0,2,1125,74,19,2019-05-27,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,1,strict_14_with_grace_period,-36.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6-12 months,46.0
3161,34731775,2019-05-15,within an hour,100%,0,1,0,Trafford District,Apartment,Entire home/apt,4,1.0,2.0,2.0,53,$500.00,90,2,10,2,1125,80,17,2019-06-10,80-94/100,10/10,9/10,10/10,9/10,9/10,9/10,1,flexible,-36.0,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6-12 months,36.0
3162,34774913,2017-07-24,unknown,unknown,0,0,0,Tameside District,House,Private room,2,1.0,1.0,1.0,24,$0.00,0,1,0,1,30,0,3,2019-09-07,95-100/100,10/10,10/10,9/10,10/10,10/10,9/10,1,strict_14_with_grace_period,624.0,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6-12 months,213.0
3163,34782077,2019-05-14,within an hour,100%,1,6,1,Ancoats and Clayton,Apartment,Entire home/apt,6,2.0,2.0,3.0,500,$200.00,0,1,0,1,1125,79,20,2019-05-27,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,1,flexible,-35.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,56.0
3164,34784462,2019-05-16,within an hour,100%,1,2,0,City Centre,Apartment,Entire home/apt,4,1.5,1.0,2.0,85,$0.00,50,2,10,2,130,84,46,2019-05-27,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,-37.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6-12 months,64.0
3165,34802660,2018-12-30,within an hour,100%,0,2,0,Bolton District,House,Private room,2,1.0,1.0,1.0,30,,0,1,0,4,1125,89,3,2019-06-16,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,100.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6-12 months,143.0
3166,34811665,2018-08-01,within a few hours,100%,0,1,0,City Centre,Apartment,Private room,2,1.0,1.0,1.0,59,$0.00,12,1,10,1,90,46,7,2019-06-10,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,251.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,239.0
3167,34815129,2018-12-30,within an hour,100%,0,2,0,Bolton District,House,Private room,2,1.0,1.0,1.0,24,,0,1,20,2,2,88,5,2019-05-21,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,flexible,100.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6-12 months,195.0
3168,34817922,2013-09-29,within a day,50-89%,1,1,0,Old Moat,House,Entire home/apt,4,1.0,2.0,2.0,80,,35,1,0,1,1125,88,16,2019-07-08,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,2018.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6-12 months,43.0
3169,34830495,2019-04-29,within an hour,100%,0,6,1,Salford District,Apartment,Entire home/apt,7,2.0,2.0,3.0,199,$0.00,54,4,15,1,1125,74,9,2019-08-08,0-79/100,9/10,0-8/10,9/10,9/10,10/10,0-8/10,1,strict_14_with_grace_period,-20.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,51.0
3170,34830725,2015-03-19,within an hour,100%,1,0,0,Stockport District,Apartment,Entire home/apt,6,1.0,2.0,4.0,73,$0.00,35,6,0,1,365,73,15,2019-11-24,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,1482.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0-6 months,36.0
3171,34855185,2017-05-07,within an hour,100%,1,2,0,Stockport District,House,Private room,2,1.0,1.0,1.0,25,,0,1,5,1,7,54,42,2019-06-02,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,702.0,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6-12 months,57.0
3172,34862019,2014-02-23,within an hour,50-89%,0,1,0,Stockport District,House,Private room,2,1.0,1.0,1.0,45,$0.00,0,1,5,1,1,76,30,2019-05-29,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,flexible,1871.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,78.0
3173,34863137,2014-09-02,within a few hours,100%,1,2,0,Salford District,House,Private room,4,1.5,1.0,1.0,30,$0.00,0,2,15,1,60,53,30,2019-07-06,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1,strict_14_with_grace_period,1680.0,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,6-12 months,65.0
3174,34878689,2019-05-16,within a few hours,50-89%,0,1,0,Salford District,Apartment,Entire home/apt,2,1.0,1.0,1.0,1000,$200.00,47,1,0,2,90,87,7,2019-06-21,80-94/100,10/10,9/10,9/10,10/10,10/10,10/10,1,flexible,-37.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6-12 months,57.0
3175,34884408,2013-01-12,unknown,unknown,0,1,1,Hulme,Apartment,Private room,2,2.0,1.0,1.0,49,,10,1,10,1,1125,0,2,2019-06-02,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,2278.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6-12 months,318.0
3176,34889822,2018-05-26,a few days or more,0-49%,0,2,0,Bolton District,House,Private room,2,1.0,1.0,1.0,25,,10,1,15,1,15,90,4,2019-06-16,80-94/100,0-8/10,0-8/10,9/10,9/10,9/10,0-8/10,1,flexible,318.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,175.0
3177,34894516,2019-04-26,within an hour,100%,0,5,0,Salford District,Apartment,Entire home/apt,4,1.0,2.0,2.0,60,$150.00,60,1,0,3,1125,51,31,2019-05-25,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,-17.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6-12 months,45.0
3178,34897478,2019-05-20,unknown,unknown,0,2,0,Harpurhey,Apartment,Entire home/apt,2,1.0,1.0,1.0,42,,0,1,0,1,1125,0,0,,nan,nan,nan,nan,nan,nan,nan,0,flexible,-41.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nan,
3179,34923949,2013-05-15,within a day,50-89%,0,19,1,Salford District,Apartment,Entire home/apt,4,1.0,1.0,2.0,80,$0.00,0,2,15,1,1125,0,2,2019-09-05,80-94/100,10/10,0-8/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,2155.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,73.0
3180,34924041,2013-05-15,within a day,50-89%,0,19,1,Salford District,Apartment,Entire home/apt,4,1.0,1.0,2.0,80,$250.00,0,2,15,1,1125,72,0,,nan,nan,nan,nan,nan,nan,nan,0,strict_14_with_grace_period,2155.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,
3181,34924109,2013-05-15,within a day,50-89%,0,19,1,Salford District,Apartment,Entire home/apt,4,1.0,1.0,2.0,80,$250.00,0,2,15,1,1125,74,2,2019-09-10,0-79/100,0-8/10,10/10,10/10,10/10,10/10,0-8/10,0,strict_14_with_grace_period,2155.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,218.0
3182,34925617,2016-03-26,within an hour,100%,1,1,1,Wigan District,Other,Entire home/apt,3,1.0,1.0,2.0,50,$0.00,10,1,0,1,1125,77,67,2019-06-09,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1109.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6-12 months,36.0
3183,34931367,2019-05-21,within an hour,90-99%,0,4,0,Salford District,Apartment,Entire home/apt,7,2.0,2.0,3.0,189,$0.00,55,4,13,1,299,85,26,2019-06-16,80-94/100,9/10,0-8/10,9/10,9/10,9/10,9/10,1,strict_14_with_grace_period,-42.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6-12 months,55.0
3184,34931949,2019-05-21,within an hour,90-99%,0,4,0,Salford District,Apartment,Entire home/apt,4,1.0,1.0,1.0,129,$0.00,55,2,13,1,200,78,19,2019-05-25,80-94/100,9/10,9/10,9/10,9/10,10/10,9/10,1,strict_14_with_grace_period,-42.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6-12 months,49.0
3185,34938397,2019-05-20,within an hour,100%,0,2,0,City Centre,Apartment,Private room,1,1.0,1.0,1.0,50,,0,1,0,1,1125,73,28,2019-06-09,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,-41.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6-12 months,53.0
3186,34942277,2018-10-27,within an hour,100%,1,2,0,Baguley,House,Private room,1,1.5,1.0,1.0,23,,0,1,10,5,1125,57,4,2019-09-08,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,164.0,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6-12 months,104.0
3187,34954810,2016-03-13,unknown,unknown,0,1,0,Hulme,Apartment,Private room,1,2.0,1.0,1.0,60,,0,1,0,1,1125,0,0,,nan,nan,nan,nan,nan,nan,nan,0,flexible,1122.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,
3188,34967372,2018-11-17,within a few hours,100%,0,4,0,Rusholme,Apartment,Entire home/apt,7,2.0,1.0,1.0,59,$100.00,25,2,15,1,1125,90,1,2019-06-16,0-79/100,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,0,strict_14_with_grace_period,143.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,309.0
3189,34975812,2019-05-14,within an hour,100%,1,6,1,Ancoats and Clayton,Apartment,Entire home/apt,5,2.0,2.0,3.0,450,$200.00,0,1,0,1,1125,23,17,2019-06-02,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,flexible,-35.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,50.0
3190,34975816,2019-05-14,within an hour,100%,1,6,1,Ancoats and Clayton,Apartment,Entire home/apt,4,2.0,2.0,2.0,400,$200.00,0,1,0,1,1125,86,13,2019-06-16,95-100/100,10/10,10/10,9/10,10/10,10/10,9/10,1,flexible,-35.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,43.0
3191,34976314,2019-05-14,within an hour,100%,1,6,1,Ancoats and Clayton,Apartment,Entire home/apt,4,2.0,2.0,2.0,400,$200.00,0,1,0,1,1125,87,7,2019-06-16,95-100/100,9/10,9/10,9/10,10/10,10/10,10/10,1,flexible,-35.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,67.0
3192,34976415,2019-05-14,within an hour,100%,1,6,1,Ancoats and Clayton,Apartment,Entire home/apt,6,2.0,2.0,3.0,450,$200.00,0,1,0,1,1125,85,14,2019-07-27,80-94/100,9/10,10/10,10/10,10/10,9/10,10/10,1,flexible,-35.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,36.0
3193,34990964,2019-05-21,within an hour,90-99%,0,4,0,Salford District,Apartment,Entire home/apt,4,1.0,1.0,1.0,59,$0.00,39,2,25,1,1125,86,12,2019-06-15,80-94/100,9/10,9/10,10/10,9/10,10/10,9/10,1,strict_14_with_grace_period,-42.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6-12 months,140.0
3194,35008923,2016-05-23,within an hour,100%,1,12,1,Salford District,House,Entire home/apt,5,1.0,3.0,3.0,200,,0,1,30,1,1125,90,0,,nan,nan,nan,nan,nan,nan,nan,0,strict_14_with_grace_period,1051.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,nan,
3195,35030546,2012-03-01,within an hour,100%,0,65,0,Ancoats and Clayton,Apartment,Entire home/apt,4,2.0,2.0,2.0,120,$100.00,50,1,0,2,1125,80,21,2019-06-10,80-94/100,9/10,9/10,0-8/10,0-8/10,9/10,9/10,1,strict_14_with_grace_period,2595.0,,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6-12 months,41.0
3196,35051502,2009-01-22,within an hour,100%,0,4,1,Trafford District,House,Private room,2,2.5,1.0,1.0,40,$150.00,15,1,20,1,1125,0,0,,nan,nan,nan,nan,nan,nan,nan,1,strict_14_with_grace_period,3729.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,nan,
3197,35059111,2018-08-05,within an hour,100%,0,5,1,Salford District,Apartment,Private room,3,1.0,1.0,2.0,42,,7,2,20,1,1125,76,53,2019-09-16,80-94/100,9/10,9/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,247.0,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6-12 months,43.0
3198,35062281,2017-12-07,within a few hours,50-89%,0,2,0,Tameside District,House,Entire home/apt,6,1.0,2.0,3.0,92,,40,1,12,3,548,38,3,2019-06-16,80-94/100,10/10,10/10,9/10,9/10,9/10,9/10,0,strict_14_with_grace_period,488.0,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6-12 months,226.0
3199,35077056,2014-06-22,unknown,unknown,0,1,0,Salford District,House,Private room,2,1.0,1.0,1.0,22,,0,1,5,1,4,0,9,2019-06-12,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1752.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6-12 months,183.0
3200,35081679,2016-05-23,within an hour,100%,1,12,1,Salford District,House,Entire home/apt,5,1.0,3.0,3.0,600,,0,1,0,1,1125,90,0,,nan,nan,nan,nan,nan,nan,nan,0,strict_14_with_grace_period,1051.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,nan,
3201,35085915,2013-11-19,unknown,unknown,0,0,0,Chorlton Park,Other,Private room,3,2.5,1.0,0.0,75,$100.00,15,1,25,1,100,90,1,2019-10-19,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,1967.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,184.0
3202,35088238,2018-08-01,within a few hours,50-89%,0,1,0,Stockport District,Apartment,Entire home/apt,4,1.0,1.0,2.0,5539,,0,1,5,1,1125,15,40,2019-06-26,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,0,flexible,251.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6-12 months,57.0
3203,35088838,2019-05-26,within an hour,50-89%,0,3,0,Oldham District,Apartment,Private room,3,1.0,1.0,2.0,45,$0.00,4,1,5,1,1125,65,17,2019-05-27,95-100/100,10/10,9/10,10/10,10/10,9/10,10/10,0,flexible,-47.0,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6-12 months,232.0
3204,35089705,2019-05-26,within an hour,50-89%,0,3,0,Oldham District,House,Private room,3,1.0,1.0,2.0,30,$0.00,4,1,5,1,1125,80,11,2019-05-31,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,1,flexible,-47.0,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6-12 months,157.0
3205,35091009,2018-10-21,within an hour,100%,0,1,0,Stockport District,Other,Entire home/apt,2,1.0,1.0,1.0,50,$100.00,10,2,15,1,7,57,11,2020-02-07,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,170.0,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0-6 months,42.0
3206,35096588,2019-05-26,within an hour,100%,0,1,0,Ancoats and Clayton,Apartment,Entire home/apt,2,1.0,1.0,1.0,53,$500.00,75,1,10,2,1125,90,11,2019-06-07,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,1,flexible,-47.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6-12 months,53.0
3207,35097008,2019-05-26,within an hour,100%,0,1,0,Ancoats and Clayton,Apartment,Entire home/apt,5,2.0,2.0,2.0,53,$500.00,90,3,20,2,1125,37,34,2019-06-21,80-94/100,10/10,9/10,9/10,10/10,10/10,9/10,1,flexible,-47.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6-12 months,41.0
3208,35106575,2015-01-01,within a few hours,100%,1,2,1,Miles Platting and Newton Heath,House,Private room,2,1.0,1.0,1.0,95,$100.00,8,1,0,1,3,0,1,2019-06-09,95-100/100,10/10,10/10,10/10,10/10,10/10,0-8/10,0,strict_14_with_grace_period,1559.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6-12 months,316.0
3209,35116347,2014-11-05,within an hour,100%,0,2,1,Whalley Range,Apartment,Entire home/apt,2,1.0,1.0,1.0,50,,5,1,0,3,1125,0,0,,nan,nan,nan,nan,nan,nan,nan,0,flexible,1616.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,nan,
3210,35119030,2018-05-29,within an hour,100%,1,1,0,Bradford,Apartment,Private room,2,1.0,1.0,1.0,50,$0.00,7,1,0,1,7,86,53,2019-06-16,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,315.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6-12 months,50.0
3211,35122208,2019-05-27,unknown,unknown,0,1,0,City Centre,Apartment,Entire home/apt,5,1.0,1.0,1.0,250,$200.00,0,1,0,1,1125,0,0,,nan,nan,nan,nan,nan,nan,nan,1,strict_14_with_grace_period,-48.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,
3212,35138759,2015-09-14,within an hour,100%,0,0,1,Burnage,House,Private room,1,1.5,1.0,3.0,20,$0.00,4,1,0,1,4,75,4,2019-06-23,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,1303.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,289.0
3213,35139866,2015-04-17,within an hour,90-99%,1,5,0,City Centre,Apartment,Entire home/apt,4,2.0,2.0,2.0,120,$0.00,40,4,0,5,1125,72,24,2019-06-10,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1453.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6-12 months,110.0
3214,35141896,2012-03-01,within an hour,100%,0,65,0,Ancoats and Clayton,Apartment,Entire home/apt,4,2.0,2.0,2.0,120,$100.00,50,1,0,2,1125,87,17,2019-06-10,80-94/100,9/10,9/10,9/10,9/10,10/10,9/10,1,strict_14_with_grace_period,2595.0,,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6-12 months,77.0
